Tag Code,SRR Name,Mark Site Code Value,Release Site Name,Release Date MMDDYYYY,Obs Date MMDDYYYY,First Obs Date,Last Obs Date,Number of Records
3DD.00775DC363,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/1/2015,9/19/2015,9/19/2015,9/19/2015,85
3DD.00775DC382,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/6/2015,12/23/2015,12/23/2015,12/23/2015,7
3DD.00775DC385,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/16/2015,7/1/2015,7/1/2015,7/1/2015,19
3DD.00775DC3E9,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/27/2015,9/7/2015,9/7/2015,9/7/2015,40
3DD.00775DC43C,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/23/2015,10/7/2015,10/7/2015,10/7/2015,11
3DD.00775DC4A3,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/20/2015,5/30/2015,5/30/2015,5/30/2015,18
3DD.00775DC4BF,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/18/2015,10/4/2015,10/4/2015,10/4/2015,13
3DD.00775DC4C9,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/11/2015,6/25/2015,6/25/2015,6/25/2015,12
3DD.00775DC4D2,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/13/2015,11/11/2015,11/11/2015,11/11/2015,11
3DD.00775DC4E5,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/5/2015,9/19/2015,9/19/2015,9/19/2015,10
3DD.00775DC4EB,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/3/2015,9/22/2015,9/22/2015,9/22/2015,12
3DD.00775DC4FB,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/8/2015,6/8/2015,6/8/2015,20
3DD.00775DC64B,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/19/2015,9/21/2015,9/21/2015,9/21/2015,4
3DD.00775DC7FF,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/28/2015,5/28/2015,5/28/2015,19
3DD.00775DC81C,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/2/2015,10/16/2015,10/16/2015,10/16/2015,13
3DD.00775DC858,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/7/2015,11/4/2015,11/4/2015,11/5/2015,14
3DD.00775DC858,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/7/2015,11/5/2015,11/4/2015,11/5/2015,14
3DD.00775DCA15,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/9/2015,6/9/2015,6/10/2015,17
3DD.00775DCA15,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/10/2015,6/9/2015,6/10/2015,17
3DD.00775DCB53,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/12/2015,5/21/2015,5/21/2015,5/21/2015,18
3DD.00775DCB97,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/15/2015,6/28/2015,6/28/2015,6/28/2015,23
3DD.00775DCBA0,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/29/2015,8/22/2015,8/22/2015,8/25/2015,21
3DD.00775DCBA0,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/29/2015,8/24/2015,8/22/2015,8/25/2015,21
3DD.00775DCBA0,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/29/2015,8/25/2015,8/22/2015,8/25/2015,21
3DD.00775DCBAF,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/8/2015,6/8/2015,6/8/2015,14
3DD.00775DCBD1,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/11/2015,11/12/2015,11/12/2015,11/13/2015,12
3DD.00775DCBD1,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/11/2015,11/13/2015,11/12/2015,11/13/2015,12
3DD.00775DCBE0,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/28/2015,5/28/2015,5/28/2015,29
3DD.00775DCC05,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/4/2015,9/18/2015,9/18/2015,9/18/2015,12
3DD.00775DCCA0,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/12/2015,10/25/2015,10/25/2015,10/25/2015,12
3DD.00775DCD19,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/21/2015,11/18/2015,11/18/2015,11/18/2015,11
3DD.00775DCD58,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/27/2015,9/30/2015,9/30/2015,9/30/2015,10
3DD.00775DCD6A,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/12/2015,5/29/2015,5/29/2015,5/30/2015,36
3DD.00775DCD6A,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/12/2015,5/30/2015,5/29/2015,5/30/2015,36
3DD.00775DCD70,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/10/2015,6/30/2015,6/30/2015,6/30/2015,10
3DD.00775DCE2C,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,9/27/2015,9/27/2015,9/28/2015,13
3DD.00775DCE2C,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,9/28/2015,9/27/2015,9/28/2015,13
3DD.00775DCE2D,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/27/2015,5/27/2015,5/27/2015,29
3DD.00775DCE39,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/7/2015,9/28/2015,9/28/2015,9/28/2015,12
3DD.00775DCE9C,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/7/2015,10/17/2015,10/17/2015,10/17/2015,17
3DD.00775DCEC7,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/4/2015,9/22/2015,9/22/2015,9/22/2015,11
3DD.00775DCED0,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/12/2015,5/21/2015,5/21/2015,5/21/2015,14
3DD.00775DCF0B,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/27/2015,6/6/2015,6/6/2015,6/6/2015,23
3DD.00775DCF46,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/30/2015,10/31/2015,10/31/2015,10/31/2015,14
3DD.00775DCF62,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/28/2015,10/22/2015,10/22/2015,10/22/2015,12
3DD.00775DCF8A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/14/2015,9/30/2015,9/30/2015,9/30/2015,12
3DD.00775DD009,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,6/1/2015,6/1/2015,6/1/2015,15
3DD.00775DD079,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/11/2015,6/23/2015,6/23/2015,6/23/2015,8
3DD.00775DD086,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/6/2015,6/6/2015,6/6/2015,17
3DD.00775DD0B0,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/7/2015,10/23/2015,10/23/2015,10/24/2015,10
3DD.00775DD0B0,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/7/2015,10/24/2015,10/23/2015,10/24/2015,10
3DD.00775DD0DD,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/22/2015,10/4/2015,10/4/2015,10/4/2015,13
3DD.00775DD0E6,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/18/2015,7/2/2015,7/2/2015,7/2/2015,14
3DD.00775DD13E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/6/2015,10/30/2015,10/30/2015,10/30/2015,11
3DD.00775DD1A8,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/19/2015,9/26/2015,9/26/2015,9/26/2015,10
3DD.00775DD1B3,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,10/2/2015,10/2/2015,10/2/2015,11
3DD.00775DD231,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/24/2015,11/1/2015,11/1/2015,11/1/2015,25
3DD.00775DD304,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/3/2015,9/19/2015,9/19/2015,9/19/2015,13
3DD.00775DD3A3,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/1/2015,9/22/2015,9/22/2015,9/22/2015,103
3DD.00775DD530,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/13/2015,5/24/2015,5/24/2015,5/24/2015,10
3DD.00775DD6C1,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/13/2015,5/24/2015,5/24/2015,5/25/2015,13
3DD.00775DD6C1,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/13/2015,5/25/2015,5/24/2015,5/25/2015,13
3DD.00775DD780,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/26/2015,6/26/2015,6/26/2015,10
3DD.00775DD9A0,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/8/2015,10/25/2015,10/25/2015,10/25/2015,12
3DD.00775DD9C9,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/6/2015,5/17/2015,5/17/2015,5/17/2015,17
3DD.00775DDA0C,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/28/2015,11/13/2015,11/13/2015,11/13/2015,9
3DD.00775DDA32,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/7/2015,10/18/2015,10/18/2015,10/18/2015,13
3DD.00775DDA97,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/10/2015,9/30/2015,9/30/2015,9/30/2015,13
3DD.00775DDA9D,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/5/2015,9/25/2015,9/25/2015,9/25/2015,10
3DD.00775DDACC,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/8/2015,5/16/2015,5/16/2015,5/16/2015,19
3DD.00775DDAE1,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/20/2015,5/29/2015,5/29/2015,5/29/2015,17
3DD.00775DDB10,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/30/2015,10/6/2015,10/6/2015,10/6/2015,11
3DD.00775DDB1F,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/8/2015,10/29/2015,10/29/2015,10/29/2015,12
3DD.00775DDB59,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/8/2015,5/18/2015,5/18/2015,5/18/2015,14
3DD.00775DDBBD,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/14/2015,9/29/2015,9/29/2015,9/29/2015,11
3DD.00775DDBDA,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/29/2015,10/19/2015,10/19/2015,10/19/2015,12
3DD.00775DDC1C,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/10/2015,6/10/2015,6/10/2015,15
3DD.00775DDCCC,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/7/2015,10/31/2015,10/31/2015,10/31/2015,23
3DD.00775DDD07,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/28/2015,10/12/2015,10/12/2015,10/12/2015,10
3DD.00775DDD0B,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/8/2015,5/30/2015,5/30/2015,5/30/2015,11
3DD.00775DDDA4,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/15/2015,11/2/2015,11/2/2015,11/2/2015,11
3DD.00775DDE32,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/5/2015,5/16/2015,5/16/2015,5/16/2015,22
3DD.00775DDE59,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/7/2015,10/26/2015,10/26/2015,10/26/2015,15
3DD.00775DDE8B,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/1/2015,10/25/2015,10/25/2015,10/25/2015,12
3DD.00775DDF66,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/4/2015,9/20/2015,9/20/2015,9/20/2015,17
3DD.00775DDF81,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/15/2015,10/4/2015,10/4/2015,10/4/2015,11
3DD.00775DDFD7,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/28/2015,10/11/2015,10/11/2015,10/11/2015,12
3DD.00775DE018,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/1/2015,10/16/2015,10/16/2015,10/16/2015,13
3DD.00775DE02D,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/7/2015,5/17/2015,5/17/2015,5/17/2015,12
3DD.00775DE095,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/16/2015,10/7/2015,10/7/2015,10/7/2015,15
3DD.00775DE24F,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/7/2015,9/17/2015,9/17/2015,9/17/2015,13
3DD.00775DE2E1,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/29/2015,5/29/2015,5/29/2015,14
3DD.00775DE304,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/22/2015,10/13/2015,10/13/2015,10/13/2015,11
3DD.00775DE446,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/24/2015,9/29/2015,9/29/2015,9/29/2015,13
3DD.00775DE455,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/25/2015,9/6/2015,9/6/2015,9/6/2015,14
3DD.00775DE728,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/31/2015,5/31/2015,5/31/2015,19
3DD.00775DE737,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/4/2015,6/4/2015,6/4/2015,22
3DD.00775DE7E8,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/11/2015,6/21/2015,6/21/2015,6/21/2015,13
3DD.00775DE7ED,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/11/2015,5/23/2015,5/23/2015,5/23/2015,23
3DD.00775DE7F3,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/28/2015,5/28/2015,5/28/2015,15
3DD.00775DE800,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/25/2015,9/21/2015,9/21/2015,9/21/2015,29
3DD.00775DE808,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/28/2015,5/28/2015,5/28/2015,16
3DD.00775DE813,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/24/2015,9/5/2015,9/5/2015,9/5/2015,11
3DD.00775DE899,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/27/2015,9/8/2015,9/8/2015,9/8/2015,15
3DD.00775DE8ED,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/4/2015,10/3/2015,10/3/2015,10/3/2015,13
3DD.00775DE8F4,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/3/2015,11/8/2015,11/8/2015,11/8/2015,19
3DD.00775DE920,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/11/2015,9/25/2015,9/25/2015,9/25/2015,12
3DD.00775DE9A4,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/22/2015,10/3/2015,10/3/2015,10/3/2015,12
3DD.00775DE9AA,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/12/2015,6/28/2015,6/28/2015,7/9/2015,18
3DD.00775DE9AA,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/12/2015,7/9/2015,6/28/2015,7/9/2015,18
3DD.00775DEA09,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/22/2015,10/10/2015,10/10/2015,10/10/2015,11
3DD.00775DEA24,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/24/2015,9/8/2015,9/8/2015,9/8/2015,12
3DD.00775DEA57,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/14/2015,9/27/2015,9/27/2015,9/27/2015,12
3DD.00775DEA6A,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/15/2015,10/8/2015,10/8/2015,10/8/2015,11
3DD.00775DEAF9,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/2/2015,10/19/2015,10/19/2015,10/19/2015,9
3DD.00775DEB2A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/19/2015,10/4/2015,10/4/2015,10/5/2015,13
3DD.00775DEB2A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/19/2015,10/5/2015,10/4/2015,10/5/2015,13
3DD.00775DEB6A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/2/2015,10/18/2015,10/18/2015,10/18/2015,19
3DD.00775DEBB6,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/5/2015,11/16/2015,11/16/2015,11/16/2015,13
3DD.00775DEBF8,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/6/2015,9/18/2015,9/18/2015,3/27/2016,46
3DD.00775DEC71,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/26/2015,6/14/2015,6/14/2015,6/14/2015,16
3DD.00775DEC72,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/13/2015,5/22/2015,5/22/2015,5/22/2015,13
3DD.00775DEC7D,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/1/2015,9/17/2015,9/17/2015,9/17/2015,13
3DD.00775DECFA,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/29/2015,10/13/2015,10/13/2015,10/13/2015,13
3DD.00775DED33,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/14/2015,11/2/2015,11/2/2015,11/2/2015,8
3DD.00775DED53,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/16/2015,6/26/2015,6/26/2015,6/26/2015,23
3DD.00775DED6A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/18/2015,9/18/2015,9/18/2015,9/18/2015,14
3DD.00775DED85,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/30/2015,10/13/2015,10/13/2015,10/13/2015,11
3DD.00775DEF4A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/1/2015,10/17/2015,10/17/2015,10/17/2015,11
3DD.00775DF010,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/6/2015,5/20/2015,5/20/2015,5/20/2015,11
3DD.00775DF026,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/30/2015,9/17/2015,9/17/2015,9/17/2015,13
3DD.00775DF10D,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/9/2015,6/24/2015,6/24/2015,6/24/2015,9
3DD.00775DF279,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/2/2015,6/16/2015,6/16/2015,6/16/2015,12
3DD.00775DF34E,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/6/2015,5/15/2015,5/15/2015,5/15/2015,21
3DD.00775DF36A,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/29/2015,5/29/2015,5/29/2015,13
3DD.00775DF4C7,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/12/2015,5/22/2015,5/22/2015,5/22/2015,28
3DD.00775DF508,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/4/2015,9/18/2015,9/18/2015,9/18/2015,13
3DD.00775DF59D,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/8/2015,6/8/2015,6/8/2015,21
3DD.00775DF60E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/30/2015,10/14/2015,10/14/2015,10/14/2015,11
3DD.00775DF61A,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/13/2015,5/24/2015,5/24/2015,5/24/2015,11
3DD.00775DF622,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/13/2015,5/22/2015,5/22/2015,5/22/2015,18
3DD.00775DF6D2,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/23/2015,10/10/2015,10/10/2015,10/10/2015,12
3DD.00775DF6EA,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/16/2015,10/9/2015,10/9/2015,10/9/2015,11
3DD.00775DF702,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/28/2015,10/16/2015,10/16/2015,10/16/2015,13
3DD.00775DF744,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/10/2015,10/1/2015,10/1/2015,10/1/2015,12
3DD.00775DF7A9,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/11/2015,5/21/2015,5/21/2015,5/22/2015,17
3DD.00775DF7A9,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/11/2015,5/22/2015,5/21/2015,5/22/2015,17
3DD.00775DF7B4,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/9/2015,9/22/2015,9/22/2015,9/22/2015,11
3DD.00775DF829,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/1/2015,10/22/2015,10/22/2015,10/22/2015,12
3DD.00775DF83C,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/29/2015,5/29/2015,5/29/2015,15
3DD.00775DF873,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/26/2015,6/4/2015,6/4/2015,6/5/2015,39
3DD.00775DF873,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/26/2015,6/5/2015,6/4/2015,6/5/2015,39
3DD.00775DF886,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/27/2015,5/27/2015,5/27/2015,12
3DD.00775DF88A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/18/2015,11/14/2015,11/14/2015,11/14/2015,11
3DD.00775DF8A4,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/23/2015,10/6/2015,10/6/2015,10/6/2015,10
3DD.00775DF8A7,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/29/2015,11/12/2015,11/12/2015,11/12/2015,11
3DD.00775DF8BA,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/9/2015,11/8/2015,11/8/2015,11/8/2015,12
3DD.00775DF8C4,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/3/2015,9/26/2015,9/26/2015,9/26/2015,13
3DD.00775DF919,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/6/2015,5/16/2015,5/16/2015,5/16/2015,12
3DD.00775DF99F,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/28/2015,5/28/2015,5/28/2015,31
3DD.00775DF9B8,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/8/2015,10/30/2015,10/30/2015,10/30/2015,12
3DD.00775DF9C6,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/7/2015,11/19/2015,11/19/2015,11/19/2015,13
3DD.00775DF9C8,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/12/2015,7/26/2015,7/26/2015,7/26/2015,23
3DD.00775DF9D2,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/18/2015,10/8/2015,10/8/2015,10/8/2015,12
3DD.00775DFA03,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/4/2015,6/4/2015,6/4/2015,14
3DD.00775DFB17,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/5/2015,9/22/2015,9/22/2015,9/22/2015,11
3DD.00775DFB7D,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/22/2015,10/19/2015,10/19/2015,10/19/2015,11
3DD.00775DFB87,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/6/2015,9/10/2015,9/10/2015,10/16/2015,24
3DD.00775DFB87,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/6/2015,10/16/2015,9/10/2015,10/16/2015,24
3DD.00775DFB8C,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/24/2015,7/27/2015,7/27/2015,7/27/2015,94
3DD.00775DFBBC,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/29/2015,10/15/2015,10/15/2015,10/15/2015,11
