Tag Code,SRR Name,Mark Site Code Value,Release Site Name,Release Date MMDDYYYY,Obs Date MMDDYYYY,First Obs Date,Last Obs Date,Number of Records
3DD.00775DFC27,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/15/2015,11/5/2015,11/5/2015,11/5/2015,11
3DD.00775DFC37,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/22/2015,10/25/2015,10/25/2015,10/25/2015,12
3DD.00775DFDB6,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/18/2015,11/19/2015,11/19/2015,11/19/2015,10
3DD.00775DFDF9,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/12/2015,5/21/2015,5/21/2015,5/21/2015,16
3DD.00775DFE01,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/29/2015,10/9/2015,10/9/2015,10/9/2015,14
3DD.00775DFEFE,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/6/2015,5/15/2015,5/15/2015,5/15/2015,18
3DD.00775DFF47,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/6/2015,10/5/2015,10/5/2015,10/5/2015,11
3DD.00775DFFDA,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/1/2015,9/15/2015,9/15/2015,9/15/2015,11
3DD.00775E0018,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/13/2015,5/24/2015,5/24/2015,5/24/2015,10
3DD.00775E00D9,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/6/2015,9/18/2015,9/18/2015,9/18/2015,13
3DD.00775E017E,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,6/1/2015,6/1/2015,6/1/2015,19
3DD.00775E01C3,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/12/2015,6/24/2015,6/24/2015,6/24/2015,9
3DD.00775E01D8,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/3/2015,10/4/2015,10/4/2015,10/4/2015,15
3DD.00775E032E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/29/2015,10/12/2015,10/12/2015,10/12/2015,10
3DD.00775E0337,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/29/2015,9/23/2015,9/23/2015,9/23/2015,12
3DD.00775E0354,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/28/2015,8/11/2015,8/11/2015,8/11/2015,11
3DD.00775E0361,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/12/2015,6/4/2015,6/4/2015,6/4/2015,14
3DD.00775E03C3,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/10/2015,7/16/2015,7/16/2015,7/16/2015,76
3DD.00775E0401,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/5/2015,10/19/2015,10/19/2015,10/19/2015,11
3DD.00775E0406,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/9/2015,10/24/2015,10/24/2015,10/24/2015,9
3DD.00775E0473,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/24/2015,10/3/2015,10/3/2015,10/3/2015,19
3DD.00775E0478,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/2/2015,6/17/2015,6/17/2015,6/17/2015,15
3DD.00775E04FB,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/9/2015,9/19/2015,9/19/2015,9/19/2015,15
3DD.00775E0510,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/7/2015,5/21/2015,5/21/2015,5/21/2015,15
3DD.00775E0521,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/11/2015,9/21/2015,9/21/2015,9/21/2015,15
3DD.00775E0534,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/12/2015,5/24/2015,5/24/2015,5/24/2015,23
3DD.00775E0542,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/24/2015,10/23/2015,10/23/2015,10/23/2015,12
3DD.00775E0550,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/4/2015,9/15/2015,9/15/2015,9/15/2015,21
3DD.00775E056B,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/27/2015,6/4/2015,6/4/2015,6/4/2015,16
3DD.00775E0573,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/5/2015,10/5/2015,10/5/2015,10/5/2015,16
3DD.00775E0575,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/8/2015,5/19/2015,5/19/2015,5/19/2015,13
3DD.00775E05FF,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/2/2015,6/12/2015,6/12/2015,6/12/2015,10
3DD.00775E0630,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/2/2015,10/21/2015,10/21/2015,10/21/2015,12
3DD.00775E0670,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/3/2015,9/14/2015,9/14/2015,9/14/2015,12
3DD.00775E067B,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/30/2015,10/31/2015,10/31/2015,10/31/2015,12
3DD.00775E06D6,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/18/2015,10/2/2015,10/2/2015,10/2/2015,12
3DD.00775E06FB,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/24/2015,10/6/2015,10/6/2015,10/6/2015,20
3DD.00775E06FC,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/5/2015,9/14/2015,9/14/2015,9/14/2015,14
3DD.00775E0700,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/19/2015,9/15/2015,9/15/2015,9/15/2015,12
3DD.00775E073A,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/24/2015,10/7/2015,10/7/2015,10/7/2015,12
3DD.00775E073E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,10/19/2015,10/19/2015,10/20/2015,10
3DD.00775E073E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,10/20/2015,10/19/2015,10/20/2015,10
3DD.00775E074E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/25/2015,10/1/2015,10/1/2015,10/1/2015,14
3DD.00775E0764,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/30/2015,10/16/2015,10/16/2015,10/16/2015,11
3DD.00775E0792,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/28/2015,6/6/2015,6/6/2015,6/6/2015,17
3DD.00775E07A6,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/26/2015,7/9/2015,7/9/2015,7/9/2015,7
3DD.00775E07A8,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/24/2015,8/11/2015,8/11/2015,8/11/2015,16
3DD.00775E07E8,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/1/2015,9/24/2015,9/24/2015,9/24/2015,34
3DD.00775E0806,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/25/2015,9/10/2015,9/10/2015,9/11/2015,12
3DD.00775E0806,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/25/2015,9/11/2015,9/10/2015,9/11/2015,12
3DD.00775E080A,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/27/2015,6/5/2015,6/5/2015,6/5/2015,45
3DD.00775E080B,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/6/2015,5/16/2015,5/16/2015,5/16/2015,14
3DD.00775E0821,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/31/2015,5/31/2015,5/31/2015,13
3DD.00775E0825,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/25/2015,9/6/2015,9/6/2015,9/6/2015,13
3DD.00775E0917,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/15/2015,10/15/2015,10/15/2015,10/15/2015,13
3DD.00775E091D,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/2/2015,7/17/2015,7/17/2015,7/21/2015,101
3DD.00775E091D,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/2/2015,7/21/2015,7/17/2015,7/21/2015,101
3DD.00775E0937,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/27/2015,9/6/2015,9/6/2015,9/6/2015,11
3DD.00775E095A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/2/2015,10/17/2015,10/17/2015,10/17/2015,11
3DD.00775E0961,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/24/2015,10/18/2015,10/18/2015,10/18/2015,10
3DD.00775E0976,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/6/2015,8/21/2015,8/21/2015,8/22/2015,29
3DD.00775E0976,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/6/2015,8/22/2015,8/21/2015,8/22/2015,29
3DD.00775E09F6,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/13/2015,10/28/2015,10/28/2015,10/28/2015,14
3DD.00775E0A14,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/11/2015,5/20/2015,5/20/2015,5/20/2015,12
3DD.00775E0BB3,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/2/2015,10/3/2015,10/3/2015,10/3/2015,11
3DD.00775E0BD6,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/9/2015,6/24/2015,6/24/2015,6/24/2015,10
3DD.00775E0D2E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/30/2015,9/19/2015,9/19/2015,9/20/2015,13
3DD.00775E0D2E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/30/2015,9/20/2015,9/19/2015,9/20/2015,13
3DD.00775E0D47,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,9/21/2015,9/21/2015,9/21/2015,15
3DD.00775E0E12,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/23/2015,10/5/2015,10/5/2015,10/5/2015,10
3DD.00775E0E22,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/27/2015,6/4/2015,6/4/2015,6/4/2015,19
3DD.00775E0E43,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/27/2015,10/13/2015,10/13/2015,10/13/2015,12
3DD.00775E0E4F,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/26/2015,6/6/2015,6/6/2015,6/6/2015,14
3DD.00775E0ECB,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/4/2015,9/21/2015,9/21/2015,9/21/2015,11
3DD.00775E0F06,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/9/2015,10/28/2015,10/28/2015,10/28/2015,10
3DD.00775E0F2D,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/7/2015,10/19/2015,10/19/2015,10/19/2015,13
3DD.00775E0F6D,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/18/2015,8/31/2015,8/31/2015,9/3/2015,102
3DD.00775E0F6D,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/18/2015,9/1/2015,8/31/2015,9/3/2015,102
3DD.00775E0F6D,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/18/2015,9/3/2015,8/31/2015,9/3/2015,102
3DD.00775E10E1,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/15/2015,10/9/2015,10/9/2015,10/9/2015,10
3DD.00775E10EB,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/18/2015,9/17/2015,9/17/2015,9/17/2015,12
3DD.00775E110E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/5/2015,10/16/2015,10/16/2015,10/16/2015,10
3DD.00775E1112,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/13/2015,5/22/2015,5/22/2015,5/22/2015,13
3DD.00775E112C,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/1/2015,10/14/2015,10/14/2015,10/14/2015,11
3DD.00775E1161,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/18/2015,7/3/2015,7/3/2015,7/3/2015,9
3DD.00775E1184,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/30/2015,10/18/2015,10/18/2015,10/18/2015,12
3DD.00775E11D2,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/7/2015,10/24/2015,10/24/2015,10/24/2015,12
3DD.00775E11E5,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/19/2015,9/3/2015,9/3/2015,9/3/2015,11
3DD.00775E11F8,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/12/2015,6/25/2015,6/25/2015,6/25/2015,10
3DD.00775E121E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/2/2015,10/30/2015,10/30/2015,10/30/2015,11
3DD.00775E1245,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/24/2015,10/14/2015,10/14/2015,10/15/2015,13
3DD.00775E1245,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/24/2015,10/15/2015,10/14/2015,10/15/2015,13
3DD.00775E124B,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/11/2015,6/24/2015,6/24/2015,6/24/2015,10
3DD.00775E124E,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,9/12/2015,9/12/2015,9/12/2015,39
3DD.00775E1256,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,11/4/2015,11/4/2015,11/4/2015,10
3DD.00775E125B,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/27/2015,9/16/2015,9/16/2015,9/16/2015,13
3DD.00775E1275,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,6/2/2015,6/17/2015,6/17/2015,6/17/2015,16
3DD.00775E12E2,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/27/2015,6/5/2015,6/5/2015,6/5/2015,25
3DD.00775E12E3,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/13/2015,5/27/2015,5/27/2015,5/27/2015,11
3DD.00775E1366,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/1/2015,9/14/2015,9/14/2015,9/14/2015,4
3DD.00775E13C0,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/29/2015,9/28/2015,9/28/2015,9/28/2015,14
3DD.00775E13FC,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/1/2015,11/2/2015,11/2/2015,11/3/2015,11
3DD.00775E13FC,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/1/2015,11/3/2015,11/2/2015,11/3/2015,11
3DD.00775E1416,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/5/2015,8/21/2015,8/21/2015,8/21/2015,7
3DD.00775E1467,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/25/2015,10/15/2015,10/15/2015,10/15/2015,15
3DD.00775E146B,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/30/2015,5/30/2015,5/30/2015,14
3DD.00775E14C3,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/2/2015,9/20/2015,9/20/2015,9/20/2015,11
3DD.00775E1508,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/20/2015,5/29/2015,5/29/2015,5/29/2015,12
3DD.00775E1517,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,9/21/2015,9/21/2015,9/21/2015,10
3DD.00775E151A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/19/2015,9/29/2015,9/29/2015,9/29/2015,9
3DD.00775E1593,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/20/2015,5/30/2015,5/30/2015,5/30/2015,14
3DD.00775E15E2,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/6/2015,5/26/2015,5/26/2015,5/26/2015,26
3DD.00775E1607,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/27/2015,6/8/2015,6/8/2015,6/8/2015,31
3DD.00775E160A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/30/2015,9/19/2015,9/19/2015,9/19/2015,11
3DD.00775E160F,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/18/2015,10/11/2015,10/11/2015,10/11/2015,12
3DD.00775E1655,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/3/2015,9/22/2015,9/22/2015,9/22/2015,11
3DD.00775E1663,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/28/2015,10/14/2015,10/14/2015,10/14/2015,11
3DD.00775E1673,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/19/2015,5/31/2015,5/31/2015,5/31/2015,18
3DD.00775E167A,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/20/2015,6/9/2015,6/9/2015,6/9/2015,13
3DD.00775E16A8,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/7/2015,9/25/2015,9/25/2015,9/25/2015,10
3DD.00775E16CA,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/14/2015,10/2/2015,10/2/2015,10/2/2015,13
3DD.00775E171B,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/20/2015,6/8/2015,6/8/2015,6/8/2015,17
3DD.00775E1748,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/13/2015,5/31/2015,5/31/2015,5/31/2015,11
3DD.00775E17A5,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/24/2015,10/1/2015,10/1/2015,10/1/2015,26
3DD.00775E1942,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/27/2015,6/7/2015,6/7/2015,6/7/2015,20
3DD.00775E1C4F,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/28/2015,10/11/2015,10/11/2015,10/11/2015,12
3DD.00775E1C97,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,9/5/2015,9/5/2015,9/5/2015,12
3DD.00775E1D9C,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/7/2015,5/19/2015,5/19/2015,5/19/2015,24
3DD.00775E1EAA,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/1/2015,9/15/2015,9/15/2015,9/15/2015,18
3DD.00775E1EDF,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/30/2015,10/23/2015,10/23/2015,10/23/2015,10
3DD.00775E1EE2,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/5/2015,9/27/2015,9/27/2015,9/27/2015,11
3DD.00775E1F02,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/18/2015,10/6/2015,10/6/2015,10/6/2015,12
3DD.00775E1F62,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/28/2015,9/19/2015,9/19/2015,9/19/2015,10
3DD.00775E1FAE,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/25/2015,9/5/2015,9/5/2015,9/10/2015,17
3DD.00775E1FAE,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/25/2015,9/10/2015,9/5/2015,9/10/2015,17
3DD.00775E1FB4,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/1/2015,10/18/2015,10/18/2015,10/18/2015,10
3DD.00775E2002,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/7/2015,5/18/2015,5/18/2015,5/18/2015,15
3DD.00775E201F,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/18/2015,10/4/2015,10/4/2015,10/4/2015,11
3DD.00775E203B,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/17/2015,10/6/2015,10/6/2015,10/6/2015,12
3DD.00775E206A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/15/2015,10/8/2015,10/8/2015,10/9/2015,11
3DD.00775E206A,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/15/2015,10/9/2015,10/8/2015,10/9/2015,11
3DD.00775E20A7,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/3/2015,9/18/2015,9/18/2015,9/18/2015,16
3DD.00775E20C2,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/19/2015,9/2/2015,9/2/2015,9/3/2015,20
3DD.00775E20C2,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/19/2015,9/3/2015,9/2/2015,9/3/2015,20
3DD.00775E2100,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/27/2015,9/22/2015,9/22/2015,9/22/2015,11
3DD.00775E2162,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/12/2015,5/21/2015,5/21/2015,5/21/2015,21
3DD.00775E2167,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/7/2015,5/17/2015,5/17/2015,5/17/2015,17
3DD.00775E219B,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/6/2015,11/4/2015,11/4/2015,11/4/2015,14
3DD.00775E21E4,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/15/2015,10/6/2015,10/6/2015,10/6/2015,10
3DD.00775E222C,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/6/2015,5/16/2015,5/16/2015,5/16/2015,13
3DD.00775E22B2,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/3/2015,9/21/2015,9/21/2015,9/21/2015,10
3DD.00775E22BB,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/11/2015,5/20/2015,5/20/2015,5/20/2015,14
3DD.00775E22CB,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/6/2015,11/13/2015,11/13/2015,11/13/2015,13
3DD.00775E22DB,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/26/2015,10/6/2015,10/6/2015,10/6/2015,11
3DD.00775E22ED,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/8/2015,5/17/2015,5/17/2015,5/17/2015,15
3DD.00775E22EE,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,7/28/2015,9/22/2015,9/22/2015,9/22/2015,14
3DD.00775E2306,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/27/2015,6/5/2015,6/5/2015,6/5/2015,1
3DD.00775E232F,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/26/2015,6/25/2015,6/25/2015,6/25/2015,12
3DD.00775E238D,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/6/2015,10/20/2015,10/20/2015,10/20/2015,9
3DD.00775E24DA,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/14/2015,9/25/2015,9/25/2015,9/25/2015,13
3DD.00775E254F,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/14/2015,10/3/2015,10/3/2015,10/3/2015,12
3DD.00775E257D,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/8/2015,5/22/2015,5/22/2015,5/22/2015,15
3DD.00775E25B7,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/30/2015,10/31/2015,10/31/2015,11/2/2015,6
3DD.00775E25B7,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/30/2015,11/2/2015,10/31/2015,11/2/2015,6
3DD.00775E2750,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,9/15/2015,10/11/2015,10/11/2015,10/11/2015,11
3DD.00775E2947,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/13/2015,11/8/2015,11/8/2015,11/8/2015,12
3DD.00775E2948,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,8/18/2015,9/1/2015,9/1/2015,9/1/2015,13
3DD.00775E2963,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/14/2015,5/24/2015,5/24/2015,5/24/2015,22
3DD.00775E2988,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/12/2015,5/21/2015,5/21/2015,5/21/2015,12
3DD.00775E29F6,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,5/6/2015,5/18/2015,5/18/2015,5/18/2015,16
3DD.00775E2A12,Summer Steelhead (unknown r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/7/2015,10/24/2015,10/24/2015,10/24/2015,10
3DD.00775E2A45,Chinook (unknown run & r/t),BONAFF,BONAFF - BON - Adult Fish Facility,10/12/2015,11/9/2015,11/9/2015,11/9/2015,11
